gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Female,Loyal Customer,67,Personal Travel,Business,101.0,3,4,3,4,2,2,4,0.0,4.0,Dissatisfied
Female,Disloyal Customer,22,Business Travel,Business,101.0,4,4,4,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,101.0,2,2,3,5,4,2,4,6.0,22.0,Dissatisfied
Male,Loyal Customer,37,Business Travel,Business,101.0,1,1,1,1,4,4,2,0.0,0.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,101.0,3,3,4,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,62,Business Travel,Business,101.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,22,Business Travel,Business,101.0,4,1,4,5,5,3,5,0.0,0.0,Dissatisfied
Female,Loyal Customer,41,Business Travel,Business,101.0,3,3,3,3,4,4,2,0.0,3.0,Satisfied
Male,Disloyal Customer,24,Business Travel,Business,101.0,0,1,1,5,5,5,5,0.0,45.0,Satisfied
Male,Disloyal Customer,33,Business Travel,Business,101.0,2,2,2,4,4,3,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,55,Personal Travel,Business,101.0,1,3,1,2,3,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,57,Business Travel,Business,101.0,1,1,1,3,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,101.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,47,Business Travel,Business,101.0,2,3,3,3,1,2,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,47,Business Travel,Business,102.0,2,2,2,5,4,4,3,0.0,1.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,102.0,0,5,1,2,5,5,3,6.0,4.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,102.0,0,4,1,4,3,3,4,0.0,0.0,Satisfied
Female,Disloyal Customer,44,Business Travel,Business,102.0,4,3,3,4,4,4,4,0.0,0.0,Satisfied
Male,Disloyal Customer,36,Business Travel,Business,102.0,2,2,2,5,5,5,5,35.0,28.0,Dissatisfied
Male,Loyal Customer,60,Business Travel,Business,102.0,1,1,5,2,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,34,Business Travel,Business,102.0,5,5,5,2,5,3,5,0.0,4.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,102.0,4,4,4,5,3,5,4,0.0,0.0,Satisfied
Female,Disloyal Customer,27,Business Travel,Business,102.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,48,Business Travel,Business,102.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,11,Personal Travel,Business,102.0,1,4,1,5,5,5,5,0.0,0.0,Dissatisfied
Female,Loyal Customer,58,Business Travel,Business,102.0,2,2,2,4,5,4,4,0.0,0.0,Satisfied
Male,Disloyal Customer,26,Business Travel,Business,102.0,0,1,1,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,102.0,4,4,4,5,5,4,3,7.0,7.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,102.0,5,5,5,3,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,69,Business Travel,Business,102.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,40,Business Travel,Business,102.0,3,3,3,5,5,2,5,26.0,33.0,Dissatisfied
Male,Loyal Customer,24,Business Travel,Business,102.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,41,Business Travel,Business,102.0,1,5,5,2,2,1,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,102.0,0,4,1,5,2,2,3,0.0,0.0,Satisfied
Female,Loyal Customer,47,Personal Travel,Business,102.0,2,2,2,1,1,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,102.0,5,5,5,3,5,5,4,26.0,21.0,Satisfied
Female,Disloyal Customer,40,Business Travel,Business,102.0,4,4,4,2,2,5,2,5.0,4.0,Dissatisfied
Female,Loyal Customer,22,Business Travel,Business,102.0,2,2,2,4,4,2,4,2.0,0.0,Satisfied
Female,Disloyal Customer,22,Business Travel,Business,102.0,2,4,2,2,2,4,2,5.0,14.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,102.0,1,1,1,5,4,4,3,101.0,98.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,102.0,1,1,1,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,102.0,2,2,2,3,5,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,63,Business Travel,Business,102.0,1,1,1,2,4,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,102.0,1,1,1,3,5,4,5,0.0,0.0,Satisfied
Female,Disloyal Customer,33,Business Travel,Business,102.0,1,1,1,2,2,4,2,8.0,43.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,102.0,0,3,1,5,5,2,5,0.0,0.0,Unknown
Female,Loyal Customer,53,Business Travel,Business,102.0,1,1,1,2,4,4,3,0.0,1.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,102.0,1,1,1,5,4,5,4,0.0,0.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,102.0,5,5,5,4,4,3,4,0.0,0.0,Neutral
Male,Loyal Customer,39,Business Travel,Business,102.0,2,2,2,4,5,5,2,9.0,5.0,Satisfied
Female,Loyal Customer,74,Business Travel,Business,102.0,4,4,4,5,4,4,2,31.0,34.0,Dissatisfied
Female,Loyal Customer,55,Business Travel,Business,102.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,56,Business Travel,Business,102.0,5,4,5,3,4,4,4,34.0,31.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,102.0,2,3,3,2,2,2,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,43,Business Travel,Business,102.0,2,2,2,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,47,Personal Travel,Business,102.0,1,2,1,5,1,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,43,Business Travel,Business,102.0,3,3,3,3,4,5,3,39.0,48.0,Satisfied
Female,Disloyal Customer,26,Business Travel,Business,102.0,3,3,3,4,4,4,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,59,Business Travel,Business,102.0,0,5,1,3,5,3,4,0.0,5.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,102.0,4,4,4,4,5,4,4,140.0,156.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,102.0,5,3,5,4,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,102.0,5,5,5,5,4,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,102.0,0,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,33,Personal Travel,Business,102.0,3,4,3,3,2,2,4,13.0,25.0,Dissatisfied
Male,Disloyal Customer,35,Business Travel,Business,102.0,3,3,3,3,3,4,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,34,Business Travel,Business,106.0,4,4,4,3,4,5,5,0.0,3.0,Satisfied
Female,Disloyal Customer,40,Business Travel,Business,106.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,60,Business Travel,Business,106.0,5,5,5,5,4,4,4,2.0,2.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,106.0,5,5,5,5,5,5,2,89.0,84.0,Satisfied
Male,Loyal Customer,65,Business Travel,Business,106.0,2,4,4,1,1,2,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,57,Business Travel,Business,106.0,4,4,4,3,3,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,106.0,4,1,2,5,2,4,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,106.0,4,4,4,4,5,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,13,Personal Travel,Business,106.0,3,1,3,2,2,3,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,80,Business Travel,Business,106.0,4,4,4,5,4,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,106.0,2,4,4,3,3,2,4,3.0,0.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,106.0,1,1,1,2,5,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,106.0,1,3,3,1,4,1,4,19.0,13.0,Dissatisfied
Female,Loyal Customer,37,Business Travel,Business,106.0,2,2,2,4,5,4,2,0.0,0.0,Satisfied
Male,Disloyal Customer,63,Business Travel,Business,106.0,3,4,4,3,3,5,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,51,Business Travel,Business,106.0,1,1,1,2,5,4,4,0.0,1.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,106.0,0,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,13,Personal Travel,Business,106.0,3,5,1,3,3,4,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,37,Business Travel,Business,106.0,4,2,4,4,4,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,60,Personal Travel,Business,106.0,4,4,4,4,2,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,106.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,22,Business Travel,Business,107.0,4,1,3,3,3,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,48,Business Travel,Business,107.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,22,Business Travel,Business,107.0,3,2,3,4,4,4,4,1.0,0.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,107.0,5,5,5,5,5,5,5,6.0,14.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,107.0,2,2,2,4,4,3,2,0.0,0.0,Satisfied
Male,Disloyal Customer,37,Business Travel,Business,108.0,5,5,5,3,3,5,3,0.0,5.0,Satisfied
Female,Disloyal Customer,57,Business Travel,Business,108.0,3,3,3,4,4,4,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,24,Business Travel,Business,108.0,0,4,1,4,4,5,4,0.0,45.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,108.0,5,3,5,3,4,4,5,20.0,20.0,Satisfied
Female,Disloyal Customer,54,Business Travel,Business,108.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,108.0,0,5,1,2,4,4,4,0.0,0.0,Satisfied
Female,Disloyal Customer,37,Business Travel,Business,108.0,5,5,5,2,2,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,108.0,2,2,2,2,5,4,5,5.0,0.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,108.0,5,5,5,4,4,1,4,0.0,28.0,Satisfied
Male,Loyal Customer,70,Business Travel,Business,108.0,3,2,2,4,2,3,2,2.0,0.0,Dissatisfied
Female,Disloyal Customer,40,Business Travel,Business,108.0,3,3,3,5,5,4,5,0.0,0.0,Dissatisfied
Male,Disloyal Customer,27,Business Travel,Business,108.0,4,4,4,5,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,108.0,2,2,4,3,5,5,3,0.0,0.0,Satisfied
Male,Disloyal Customer,47,Business Travel,Business,108.0,2,2,2,3,3,5,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,45,Business Travel,Business,108.0,4,4,4,3,4,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,108.0,1,2,2,5,2,1,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,59,Business Travel,Business,108.0,3,3,3,3,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,108.0,1,1,1,5,5,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,108.0,3,3,3,5,4,5,5,0.0,4.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,109.0,3,3,3,4,4,4,4,0.0,1.0,Satisfied
Male,Loyal Customer,70,Business Travel,Business,109.0,0,4,1,3,2,2,3,0.0,0.0,Satisfied
Male,Disloyal Customer,33,Business Travel,Business,109.0,3,4,4,4,4,4,4,26.0,46.0,Dissatisfied
Male,Loyal Customer,16,Personal Travel,Business,109.0,2,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,58,Business Travel,Business,109.0,2,2,2,3,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,38,Business Travel,Business,109.0,1,1,1,1,5,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,109.0,2,2,2,1,4,4,2,0.0,0.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,109.0,1,4,4,5,4,1,4,40.0,53.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,109.0,0,5,1,3,4,2,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,109.0,2,2,2,2,3,5,5,18.0,16.0,Satisfied
Male,Loyal Customer,32,Business Travel,Business,109.0,0,4,1,4,4,1,4,0.0,0.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,109.0,4,3,4,2,3,4,3,24.0,18.0,Dissatisfied
Male,Loyal Customer,34,Business Travel,Business,109.0,4,4,4,3,4,5,2,0.0,0.0,Satisfied
Male,Disloyal Customer,27,Business Travel,Business,109.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,40,Business Travel,Business,109.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,75,Business Travel,Business,109.0,1,1,1,4,4,5,5,6.0,2.0,Satisfied
Male,Loyal Customer,20,Personal Travel,Business,109.0,4,4,4,4,5,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,19,Business Travel,Business,109.0,3,1,1,3,3,4,3,0.0,13.0,Dissatisfied
Male,Loyal Customer,9,Personal Travel,Business,337.0,4,5,3,5,5,5,5,2.0,0.0,Dissatisfied
Female,Loyal Customer,61,Business Travel,Business,109.0,4,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,40,Personal Travel,Business,109.0,3,4,3,1,4,5,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,26,Personal Travel,Business,109.0,1,2,1,5,5,4,5,0.0,0.0,Dissatisfied
Female,Loyal Customer,34,Business Travel,Business,109.0,1,1,1,4,5,5,5,0.0,3.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,109.0,5,3,5,4,4,5,5,22.0,25.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,109.0,0,5,1,3,2,2,4,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,109.0,5,5,5,3,4,5,5,122.0,121.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,109.0,1,3,3,3,3,1,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,33,Business Travel,Business,109.0,3,3,3,4,4,3,4,0.0,0.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,109.0,2,3,4,5,1,2,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,15,Personal Travel,Business,109.0,3,5,3,4,4,4,4,111.0,110.0,Dissatisfied
Male,Disloyal Customer,38,Business Travel,Business,109.0,4,4,4,4,4,4,4,3.0,4.0,Dissatisfied
Unknown,Unknown,39,Unknown,Business,337.0,2,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,50,Business Travel,Business,109.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,10,Personal Travel,Business,337.0,4,5,3,5,3,1,3,2.0,0.0,Dissatisfied
Male,Loyal Customer,42,Business Travel,Business,109.0,0,5,1,5,4,4,4,9.0,8.0,Satisfied
Male,Loyal Customer,30,Business Travel,Business,337.0,1,1,3,4,5,5,5,10.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,109.0,5,5,5,4,4,5,5,0.0,21.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,109.0,0,4,1,1,3,3,2,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,109.0,2,4,4,3,1,2,2,0.0,0.0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,Business,109.0,2,2,2,2,2,4,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,40,Business Travel,Business,109.0,2,2,2,3,4,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,71,Business Travel,Business,109.0,2,5,5,2,3,2,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,45,Business Travel,Business,109.0,0,4,1,5,4,4,2,20.0,39.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,109.0,3,3,4,2,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,109.0,3,3,3,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,109.0,3,3,3,2,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,109.0,0,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,55,Business Travel,Business,109.0,0,4,1,5,5,5,3,0.0,10.0,Satisfied
Female,Disloyal Customer,40,Business Travel,Business,109.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,50,Business Travel,Business,109.0,2,2,2,3,4,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,109.0,2,2,4,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,109.0,5,5,3,4,4,4,4,6.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,109.0,4,4,4,4,5,4,4,0.0,17.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,109.0,2,1,1,3,1,2,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,50,Business Travel,Business,109.0,1,1,1,4,4,5,4,0.0,4.0,Satisfied
Female,Disloyal Customer,19,Business Travel,Business,109.0,2,2,2,2,2,4,2,0.0,7.0,Dissatisfied
Male,Loyal Customer,56,Business Travel,Business,109.0,1,1,1,5,4,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,109.0,3,3,3,3,4,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,12,Personal Travel,Business,109.0,3,4,1,3,3,4,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,109.0,1,1,1,5,5,1,5,0.0,0.0,Unknown
Male,Loyal Customer,30,Business Travel,Business,337.0,0,3,3,4,4,4,4,10.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,109.0,5,2,5,4,5,5,3,0.0,0.0,Satisfied
Female,Disloyal Customer,24,Business Travel,Business,110.0,5,5,5,5,5,5,5,0.0,45.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,110.0,4,4,4,5,4,4,4,1.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,110.0,5,5,5,5,5,2,5,3.0,6.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,110.0,3,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,30,Business Travel,Business,337.0,0,5,3,4,4,1,4,10.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,110.0,2,2,2,4,4,3,4,0.0,1.0,Satisfied
Male,Loyal Customer,30,Personal Travel,Business,337.0,5,4,3,4,5,3,5,10.0,0.0,Satisfied
Female,Disloyal Customer,24,Business Travel,Business,110.0,4,5,4,2,2,5,2,4.0,45.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,110.0,5,5,5,4,5,5,3,1.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,110.0,1,1,1,2,5,4,2,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,110.0,2,2,2,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,110.0,3,3,3,2,1,3,2,163.0,157.0,Dissatisfied
Male,Loyal Customer,40,Business Travel,Business,110.0,2,2,2,1,4,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,110.0,5,5,4,4,4,5,2,39.0,42.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,110.0,5,3,5,2,3,4,2,22.0,24.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,110.0,0,4,1,5,5,2,5,0.0,0.0,Satisfied
Male,Loyal Customer,24,Business Travel,Business,110.0,2,4,2,4,4,5,4,1.0,45.0,Dissatisfied
Female,Loyal Customer,34,Business Travel,Business,110.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,52,Business Travel,Business,110.0,0,3,1,5,1,1,4,0.0,6.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,110.0,4,4,4,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,32,Business Travel,Business,110.0,2,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,22,Business Travel,Business,110.0,4,5,4,3,3,5,3,3.0,18.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,110.0,3,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Disloyal Customer,27,Business Travel,Business,110.0,1,1,1,2,2,4,2,0.0,14.0,Dissatisfied
Female,Loyal Customer,35,Business Travel,Business,110.0,5,5,5,1,4,3,2,0.0,0.0,Satisfied
Female,Disloyal Customer,22,Business Travel,Business,112.0,5,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,50,Business Travel,Business,112.0,2,2,2,3,4,3,2,0.0,8.0,Satisfied
Male,Loyal Customer,62,Business Travel,Business,113.0,3,1,1,5,3,3,3,0.0,36.0,Dissatisfied
Female,Disloyal Customer,38,Business Travel,Business,113.0,3,3,3,5,5,3,5,0.0,0.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,113.0,5,5,5,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,113.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,35,Business Travel,Business,113.0,1,1,1,3,3,4,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,46,Business Travel,Business,113.0,4,4,4,4,4,4,3,8.0,8.0,Satisfied
Male,Disloyal Customer,27,Business Travel,Business,113.0,4,4,4,5,5,5,5,0.0,0.0,Dissatisfied
Male,Loyal Customer,32,Business Travel,Business,113.0,4,4,4,4,4,5,4,0.0,0.0,Satisfied
Male,Disloyal Customer,40,Business Travel,Business,113.0,1,1,1,3,3,5,3,22.0,20.0,Dissatisfied
Male,Loyal Customer,43,Business Travel,Business,113.0,5,5,5,5,5,4,4,0.0,0.0,Satisfied
Male,Disloyal Customer,47,Business Travel,Business,113.0,1,1,1,4,4,4,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,55,Business Travel,Business,113.0,4,4,4,4,4,5,4,0.0,0.0,Satisfied
Female,Disloyal Customer,25,Business Travel,Business,113.0,5,3,5,4,4,4,4,0.0,0.0,Unknown
Female,Loyal Customer,46,Business Travel,Business,113.0,3,3,3,4,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,113.0,0,4,1,2,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,113.0,3,3,3,3,5,5,3,9.0,3.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,113.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,21,Business Travel,Business,113.0,5,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,26,Business Travel,Business,114.0,4,1,5,4,4,5,4,0.0,13.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,114.0,1,4,4,3,3,1,3,0.0,43.0,Dissatisfied
Male,Loyal Customer,35,Personal Travel,Business,114.0,3,3,3,5,4,4,5,0.0,2.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,114.0,4,1,4,5,5,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,114.0,3,3,3,4,5,3,4,0.0,4.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,114.0,4,4,4,2,4,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,115.0,4,2,2,5,3,4,4,93.0,87.0,Dissatisfied
Female,Loyal Customer,36,Business Travel,Business,115.0,2,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,38,Business Travel,Business,115.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,45,Business Travel,Business,115.0,5,5,5,5,5,4,5,16.0,28.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,115.0,3,3,3,2,4,5,4,30.0,38.0,Satisfied
Female,Loyal Customer,61,Business Travel,Business,116.0,0,4,1,4,2,2,4,14.0,10.0,Satisfied
Male,Loyal Customer,30,Business Travel,Business,337.0,0,5,3,4,2,4,2,10.0,0.0,Satisfied
Male,Loyal Customer,63,Personal Travel,Business,116.0,2,1,2,2,2,2,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,49,Business Travel,Business,116.0,4,4,4,2,4,5,4,0.0,2.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,116.0,4,1,1,4,1,4,4,0.0,2.0,Dissatisfied
Male,Loyal Customer,44,Business Travel,Business,116.0,3,3,3,4,5,5,4,16.0,25.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,116.0,3,3,3,5,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,116.0,3,3,3,2,5,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,63,Personal Travel,Business,116.0,1,5,1,1,4,4,4,46.0,40.0,Dissatisfied
Female,Loyal Customer,49,Business Travel,Business,116.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,39,Business Travel,Business,116.0,4,1,1,1,3,4,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,60,Business Travel,Business,116.0,2,2,2,3,4,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,116.0,2,1,1,5,4,2,2,0.0,8.0,Dissatisfied
Female,Loyal Customer,46,Business Travel,Business,116.0,1,5,5,1,3,1,3,47.0,99.0,Dissatisfied
Male,Loyal Customer,61,Business Travel,Business,118.0,3,3,3,2,5,4,5,4.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,118.0,5,5,5,1,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,46,Personal Travel,Business,119.0,4,1,4,5,4,4,3,13.0,32.0,Dissatisfied
Male,Loyal Customer,41,Business Travel,Business,119.0,1,1,1,3,4,4,2,0.0,15.0,Satisfied
Female,Loyal Customer,53,Business Travel,Business,119.0,4,1,5,4,4,4,2,47.0,42.0,Dissatisfied
Male,Disloyal Customer,57,Business Travel,Business,119.0,1,1,1,2,2,5,2,0.0,13.0,Dissatisfied
Female,Loyal Customer,63,Business Travel,Business,119.0,1,1,1,2,5,5,5,61.0,55.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,119.0,5,5,5,2,5,4,5,0.0,4.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,119.0,2,2,2,2,4,2,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,7,Personal Travel,Business,337.0,2,1,3,5,2,3,2,2.0,0.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,119.0,4,4,4,5,5,3,2,0.0,0.0,Satisfied
